FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55d9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-22T20:00:00,2026-01-22T21:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55dc,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-22T21:00:00,2026-01-22T22:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55dd,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-22T22:00:00,2026-01-22T23:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55de,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-22T23:00:00,2026-01-23T00:00:00,0.178,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e1,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T00:00:00,2026-01-23T01:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e2,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T01:00:00,2026-01-23T02:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T02:00:00,2026-01-23T03:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e6,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T03:00:00,2026-01-23T04:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e8,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T04:00:00,2026-01-23T05:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55e9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T05:00:00,2026-01-23T06:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55ec,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T06:00:00,2026-01-23T07:00:00,0.179,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55ed,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T07:00:00,2026-01-23T08:00:00,0.183,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55ef,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T08:00:00,2026-01-23T09:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55f1,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T09:00:00,2026-01-23T10:00:00,0.172,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55f2,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T10:00:00,2026-01-23T11:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55f4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T11:00:00,2026-01-23T12:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55f6,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T12:00:00,2026-01-23T13:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55f7,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T13:00:00,2026-01-23T14:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55fa,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T14:00:00,2026-01-23T15:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55fc,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T15:00:00,2026-01-23T16:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55fe,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T16:00:00,2026-01-23T17:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_55ff,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T17:00:00,2026-01-23T18:00:00,0.171,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5602,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T18:00:00,2026-01-23T19:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5603,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T19:00:00,2026-01-23T20:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5604,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T20:00:00,2026-01-23T21:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5607,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T21:00:00,2026-01-23T22:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5608,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T22:00:00,2026-01-23T23:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_560a,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-23T23:00:00,2026-01-24T00:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_560c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T00:00:00,2026-01-24T01:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_560e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T01:00:00,2026-01-24T02:00:00,0.172,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_560f,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T02:00:00,2026-01-24T03:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5612,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T03:00:00,2026-01-24T04:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5613,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T04:00:00,2026-01-24T05:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5615,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T05:00:00,2026-01-24T06:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5617,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T06:00:00,2026-01-24T07:00:00,0.178,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5618,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T07:00:00,2026-01-24T08:00:00,0.178,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_561b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T08:00:00,2026-01-24T09:00:00,0.172,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_561f,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T09:00:00,2026-01-24T10:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5621,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T10:00:00,2026-01-24T11:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5623,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T11:00:00,2026-01-24T12:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5624,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T12:00:00,2026-01-24T13:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5625,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T13:00:00,2026-01-24T14:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5628,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T14:00:00,2026-01-24T15:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5629,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T15:00:00,2026-01-24T16:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_562b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T16:00:00,2026-01-24T17:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_562d,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T17:00:00,2026-01-24T18:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_562e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T18:00:00,2026-01-24T19:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5630,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T19:00:00,2026-01-24T20:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5632,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T20:00:00,2026-01-24T21:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5633,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T21:00:00,2026-01-24T22:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5635,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T22:00:00,2026-01-24T23:00:00,0.17,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5637,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-24T23:00:00,2026-01-25T00:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5638,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T00:00:00,2026-01-25T01:00:00,0.179,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_563a,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T01:00:00,2026-01-25T02:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_563c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T02:00:00,2026-01-25T03:00:00,0.173,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_563e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T03:00:00,2026-01-25T04:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5640,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T04:00:00,2026-01-25T05:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5642,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T05:00:00,2026-01-25T06:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5643,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T06:00:00,2026-01-25T07:00:00,0.178,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5645,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T07:00:00,2026-01-25T08:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5647,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T08:00:00,2026-01-25T09:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5648,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T09:00:00,2026-01-25T10:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_564b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T10:00:00,2026-01-25T11:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_564c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T11:00:00,2026-01-25T12:00:00,0.171,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_564f,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T12:00:00,2026-01-25T13:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5650,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T13:00:00,2026-01-25T14:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5651,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T14:00:00,2026-01-25T15:00:00,0.174,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5654,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T15:00:00,2026-01-25T16:00:00,0.175,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5655,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T16:00:00,2026-01-25T17:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5657,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T17:00:00,2026-01-25T18:00:00,0.178,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5659,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T18:00:00,2026-01-25T19:00:00,0.18,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_565a,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T19:00:00,2026-01-25T20:00:00,0.182,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_565c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T20:00:00,2026-01-25T21:00:00,0.194,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_565e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T21:00:00,2026-01-25T22:00:00,0.204,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_565f,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T22:00:00,2026-01-25T23:00:00,0.206,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5662,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-25T23:00:00,2026-01-26T00:00:00,0.202,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5663,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T00:00:00,2026-01-26T01:00:00,0.203,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5665,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T01:00:00,2026-01-26T02:00:00,0.198,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5667,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T02:00:00,2026-01-26T03:00:00,0.192,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5669,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T03:00:00,2026-01-26T04:00:00,0.202,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_566b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T04:00:00,2026-01-26T05:00:00,0.194,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_566d,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T05:00:00,2026-01-26T06:00:00,0.197,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_566f,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T06:00:00,2026-01-26T07:00:00,0.193,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5673,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T07:00:00,2026-01-26T08:00:00,0.187,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5675,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T08:00:00,2026-01-26T09:00:00,0.179,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5677,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T09:00:00,2026-01-26T10:00:00,0.177,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5679,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T10:00:00,2026-01-26T11:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_567b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T11:00:00,2026-01-26T12:00:00,0.182,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_567c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T12:00:00,2026-01-26T13:00:00,0.179,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_567d,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T13:00:00,2026-01-26T14:00:00,0.176,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5680,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T14:00:00,2026-01-26T15:00:00,0.172,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5681,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T15:00:00,2026-01-26T16:00:00,0.159,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5684,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T16:00:00,2026-01-26T17:00:00,0.163,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5685,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T17:00:00,2026-01-26T18:00:00,0.159,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5687,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T18:00:00,2026-01-26T19:00:00,0.165,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5689,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T19:00:00,2026-01-26T20:00:00,0.162,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_568a,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T20:00:00,2026-01-26T21:00:00,0.164,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_568c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T21:00:00,2026-01-26T22:00:00,0.157,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_568e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T22:00:00,2026-01-26T23:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5690,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-26T23:00:00,2026-01-27T00:00:00,0.16,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5691,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T00:00:00,2026-01-27T01:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5694,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T01:00:00,2026-01-27T02:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5695,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T02:00:00,2026-01-27T03:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5696,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T03:00:00,2026-01-27T04:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
