Hauptprobenummer,Bezeichnung,Probe_Entnahmeart,Probenahme_Beginn_Datum,Probenahme_Beginn_Zeit,Probenahme_Ende_Datum,Probenahme_Ende_Zeit,Umweltbereich,Messprogrammgruppe,Entnahmestelle,Herkunftsstaat,Methode,Pruefmerkmal,Ergebnis,Einheit
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Zirkon-95 Zr-95,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Niob-95 Nb-95,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Technetium-99m Tc-99m,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Ruthenium-103 Ru-103,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Ruthenium-106 Ru-106,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Silber-110m Ag-110m,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Indium-111 In-111,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Antimon-124 Sb-124,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Antimon-125 Sb-125,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Tellur-123m Te-123m,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Tellur-132 Te-132,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Barium-140 Ba-140,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Lanthan-140 La-140,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Cer-139 Ce-139,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Cer-141 Ce-141,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Cer-144 Ce-144,n.n.,Bq/kg(TM)
201600429,Feinstes Wiesenstreu,Einzelprobe,22.11.2016,12:00,22.11.2016,12:00,Heu,IMIS Routinemessprogramm,Groﬂ-/Einzelhandel (Inland),Deutschland,Gammaspektrometrie (fest - TM),Thallium-201 Tl-201,n.n.,Bq/kg(TM)
