FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-686c,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-23T19:00:00,2026-01-23T20:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-686b,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-23T20:00:00,2026-01-23T21:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-686a,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-23T21:00:00,2026-01-23T22:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6869,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-23T22:00:00,2026-01-23T23:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6868,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-23T23:00:00,2026-01-24T00:00:00,0.126,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6867,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T00:00:00,2026-01-24T01:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6866,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T01:00:00,2026-01-24T02:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6865,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T02:00:00,2026-01-24T03:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6864,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T03:00:00,2026-01-24T04:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6863,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T04:00:00,2026-01-24T05:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6862,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T05:00:00,2026-01-24T06:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6861,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T06:00:00,2026-01-24T07:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6860,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T07:00:00,2026-01-24T08:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685f,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T08:00:00,2026-01-24T09:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685e,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T09:00:00,2026-01-24T10:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685d,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T10:00:00,2026-01-24T11:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685c,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T11:00:00,2026-01-24T12:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685b,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T12:00:00,2026-01-24T13:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-685a,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T13:00:00,2026-01-24T14:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6859,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T14:00:00,2026-01-24T15:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6858,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T15:00:00,2026-01-24T16:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6857,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T16:00:00,2026-01-24T17:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6856,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T17:00:00,2026-01-24T18:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6855,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T18:00:00,2026-01-24T19:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6854,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T19:00:00,2026-01-24T20:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6853,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T20:00:00,2026-01-24T21:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6852,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T21:00:00,2026-01-24T22:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6851,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T22:00:00,2026-01-24T23:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6850,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-24T23:00:00,2026-01-25T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684f,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T00:00:00,2026-01-25T01:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684e,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T01:00:00,2026-01-25T02:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684d,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T02:00:00,2026-01-25T03:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684c,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T03:00:00,2026-01-25T04:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684b,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T04:00:00,2026-01-25T05:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-684a,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T05:00:00,2026-01-25T06:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6849,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T06:00:00,2026-01-25T07:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6848,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T07:00:00,2026-01-25T08:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6847,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T08:00:00,2026-01-25T09:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6846,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T09:00:00,2026-01-25T10:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6845,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T10:00:00,2026-01-25T11:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6844,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T11:00:00,2026-01-25T12:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6843,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T12:00:00,2026-01-25T13:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6842,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T13:00:00,2026-01-25T14:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6841,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T14:00:00,2026-01-25T15:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6840,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T15:00:00,2026-01-25T16:00:00,0.123,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683f,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T16:00:00,2026-01-25T17:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683e,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T17:00:00,2026-01-25T18:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683d,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T18:00:00,2026-01-25T19:00:00,0.128,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683c,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T19:00:00,2026-01-25T20:00:00,0.13,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683b,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T20:00:00,2026-01-25T21:00:00,0.136,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-683a,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T21:00:00,2026-01-25T22:00:00,0.153,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6839,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T22:00:00,2026-01-25T23:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6838,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-25T23:00:00,2026-01-26T00:00:00,0.14,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6837,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T00:00:00,2026-01-26T01:00:00,0.139,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6836,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T01:00:00,2026-01-26T02:00:00,0.134,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6835,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T02:00:00,2026-01-26T03:00:00,0.139,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6834,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T03:00:00,2026-01-26T04:00:00,0.142,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6833,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T04:00:00,2026-01-26T05:00:00,0.135,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6832,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T05:00:00,2026-01-26T06:00:00,0.13,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6831,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T06:00:00,2026-01-26T07:00:00,0.129,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6830,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T07:00:00,2026-01-26T08:00:00,0.128,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682f,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T08:00:00,2026-01-26T09:00:00,0.129,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682e,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T09:00:00,2026-01-26T10:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682d,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T10:00:00,2026-01-26T11:00:00,0.127,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682c,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T11:00:00,2026-01-26T12:00:00,0.126,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682b,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T12:00:00,2026-01-26T13:00:00,0.127,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-682a,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T13:00:00,2026-01-26T14:00:00,0.131,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6829,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T14:00:00,2026-01-26T15:00:00,0.135,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6828,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T15:00:00,2026-01-26T16:00:00,0.13,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6827,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T16:00:00,2026-01-26T17:00:00,0.13,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6826,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T17:00:00,2026-01-26T18:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6825,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T18:00:00,2026-01-26T19:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6824,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T19:00:00,2026-01-26T20:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093e3b55_-6823,DEZ1715,095741381,Lauf an der Pegnitz,POINT (49.52 11.27),2026-01-26T20:00:00,2026-01-26T21:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1h
